,smiles,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
4409,c1ccc2c(c1)Nc1ccccc1S2,0,0,0,0,1,-1,-1,0,0,0,-1
4410,CC1CCCC(C)N1,0,0,0,0,-1,-1,0,0,0,0,0
4411,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(O)nc(=N)[nH]c21,1,1,1,0,0,0,0,-1,0,0,0
4412,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,0,0,0,0,1,0,0,0,0,0,0
4413,Cc1cccc(C)c1OCC(C)N,0,-1,1,1,-1,-1,0,1,0,0,0
4414,c1ccc(-c2ccccn2)nc1,0,0,0,0,-1,-1,0,0,0,0,0
4415,CC(COc1ccccc1)NN,0,-1,1,0,-1,-1,0,1,0,0,0
4416,CC(C)N=C(O)N(C)Cc1cnn(C)c1,0,0,0,0,0,0,0,0,0,-1,0
4417,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(=O)N(C)CC1C(=O)O,0,0,0,0,0,0,0,0,0,0,0
4418,CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,0,0,0,0,-1,0,0,0,0,0,0
4419,C[N+]1(CC2CC2)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,0,0,0,0,0,0,0,0,0,0,-1
4420,NCCC(O)=N[C@@H](Cc1cnc[nH]1)C(=O)O,0,0,0,0,0,0,0,0,0,0,-1
4421,N[C@H](Cc1cc(I)c(Oc2cc(I)c([O-])c(I)c2)c(I)c1)C(=O)O,-1,0,0,0,0,0,0,0,0,0,0
4422,c1ccc(C(O[C@@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,-1
4423,CCCCCCCCC=CCCCCCCCCCCCC(=O)O,0,0,0,0,-1,-1,0,0,0,0,0
4424,C[C@H](Nc1cc2c(-c3ccc4c(c3)OCO4)noc2cn1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,-1
4425,CC1=CCC2CC1C2(C)C,0,0,0,0,-1,-1,0,0,0,0,0
4426,Cc1ncc(CNc2cncc(F)c2)s1,0,0,0,0,0,0,0,0,0,-1,0
4427,CCc1cccc(CC)c1N(COC)C(=O)CCl,0,0,0,0,0,1,0,0,0,0,0
4428,CSC1SCC2C(=O)N(C)C(C(C)C)C(=O)OCC(N=C(O)c3cnc4ccccc4n3)C(O)=NC(C)C(=O)N(C)C1C(=O)N(C)C(C(C)C)C(=O)OCC(N=C(O)c1cnc3ccccc3n1)C(O)=NC(C)C(=O)N2C,0,0,0,0,0,0,0,0,0,0,-1
4429,CCN=C1N=C(O)C(c2ccccc2)O1,0,0,1,0,0,0,0,0,0,0,0
4430,CCC(C)C(N)C1=NC(C(O)=N[C@@H](CC(C)C)C(O)=N[C@H](CCC(=O)[O-])C(O)=N[C@H](C(O)=N[C@H]2CCCCN=C(O)[C@H](CC(=N)[O-])N=C(O)[C@@H](CC(=O)O)N=C(O)[C@@H](Cc3cnc[nH]3)N=C(O)[C@@H](Cc3ccccc3)N=C(O)[C@@H]([C@H](C)CC)N=C(O)[C@@H](CCCN)N=C2O)[C@@H](C)CC)CS1.[Zn+2],0,0,0,0,0,0,0,0,0,0,-1
4431,CC(=N[Si](C)(C)C)O[Si](C)(C)C,0,0,0,0,0,0,0,0,0,0,0
4432,c1ccc2cnncc2c1,0,0,0,0,-1,-1,0,0,0,0,0
4433,C=C[Si](OCC)(OCC)OCC,0,0,0,0,0,-1,0,0,0,0,0
4434,COCC(O)=NC(Cc1ccc(-c2[nH+]ccs2)cc1)C(O)CNC1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,0,0,0,0,0,0,0,0,1,0,0
4435,CCCCN1CC(O)C(O)C(O)C1CO,0,0,0,0,-1,-1,0,0,0,0,0
4436,Cc1ccc2[nH]c(=N)nc(O)c2c1Sc1ccncc1.Cl.Cl,0,0,0,0,0,0,0,0,0,0,-1
4437,CC(C)COC(=O)C=Cc1ccccc1,0,0,0,0,-1,-1,0,0,0,0,0
4438,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,0,0,0,0,0,0,-1,0,0,0,-1
4439,COP(=S)(Cl)OC,0,0,0,0,-1,-1,0,0,0,0,0
4440,COc1ccc2cc(CCC(C)=O)ccc2c1,-1,1,0,-1,-1,-1,1,-1,0,0,-1
4441,Oc1ncc(F)cn1,0,0,0,0,0,0,0,0,0,0,-1
4442,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,0,0,0,0,0,0,-1,0,0,0,-1
4443,COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,0,0,0,0,0,0,0,0,0,0,-1
4444,CCOC(=O)C=CC(=O)OCC,0,0,0,0,-1,-1,0,0,0,0,0
4445,CN(C)CCCN1c2ccccc2Sc2ccccc21,0,0,1,0,1,-1,0,0,0,0,0
4446,Cl.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,0,0,0,-1,0,0,0,0,0,0,0
4447,CC(C)C[P+](C)(CC(C)C)CC(C)C,0,0,0,0,-1,-1,0,0,0,0,0
4448,COC(CC(O)C(COc1cc(F)cc(F)c1)N=C(O)c1cc(C(O)=NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(O)=NC(C(O)=NCc1ccccc1)C(C)C,0,0,0,0,0,0,0,0,1,0,0
4449,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,0,0,1,0,-1,-1,0,0,0,0,-1
4450,CN(C)C(=O)N1CCOCC12CCOC2,0,0,0,0,0,0,0,0,0,-1,0
4451,CC12CCC(C(=O)N(CCCCN3CCN(c4ccccn4)CC3)C1=O)C2(C)C,0,0,0,0,0,0,0,0,0,0,-1
4452,Cc1cn(-c2cc(N=C(O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,-1,-1,0,1,0,0,0,1,0,0,-1
4453,C=C1C2CCC(C2)C1(C)C,0,0,0,0,-1,-1,0,0,0,0,0
4454,O=C(c1c(F)cccc1F)N1CCCC1,0,0,0,0,0,0,0,0,0,-1,0
4455,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](O)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O,0,0,-1,0,0,0,0,0,0,0,0
4456,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.[Cl-],0,0,0,0,0,0,0,0,0,0,-1
4457,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,0,0,0,0,0,1,0,0,0,0,0
4458,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(OC)c1[O-].Cl,0,0,0,1,0,0,0,0,0,0,0
4459,CC(C)(O)CN=c1nc(-c2cccc(C(F)(F)F)n2)[nH]c(=Nc2ccnc(C(F)(F)F)c2)[nH]1,0,0,0,0,0,0,0,0,0,0,-1
4460,O=CO,0,0,0,0,-1,-1,0,0,0,0,0
4461,COC(OC)OC,0,0,0,0,-1,-1,0,0,0,0,0
4462,O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1,0,0,0,0,-1,-1,0,0,0,0,0
4463,N=c1nc(N2CCNCC2)c2c([nH]1)C1=C(CC2)O[C@H]2CCCC[C@@H]12,0,0,0,0,0,0,0,0,0,0,-1
4464,Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,0,0,0,0,0,0,0,0,0,0,0
4465,CCCCc1nc2cccnc2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0,0,0,0,0,-1,0,0,0,0,0
4466,CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,0
4467,CC(C)(N)c1cc(C(O)=N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(O)=N5)cc3C2)cc(C(F)(F)F)c1,0,0,0,0,0,0,0,0,0,0,-1
4468,CCCCCCC(O)CCCCCCCCCCC(=O)O,0,0,0,0,0,-1,0,0,0,0,0
4469,COc1cc(CC(C)N)cc2c1OCO2,0,0,0,0,-1,-1,0,0,0,0,0
4470,CCS(=O)(=O)Nc1ccc2c(c1)/C(=C(/Nc1ccc(CN3CCCCC3)cc1)c1ccccc1)C(O)=N2,0,0,0,0,0,0,0,0,0,0,-1
4471,[99Tc].[O-].[O].[O].[O],-1,0,0,0,0,0,0,0,0,0,0
4472,COc1ccc(C2(c3cccc(-c4cccnc4F)c3)NC(=N)N(C)C2=O)cc1C,0,0,0,0,0,0,0,0,1,0,0
4473,CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(C)C(O)C(O)C7O)CCC6(C)C5CCC43C)N2C1,0,0,0,0,0,0,0,0,0,0,0
4474,COc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC,0,0,0,0,0,0,0,0,0,0,-1
4475,COc1ccc(Nc2ccccc2)c(C)c1,0,0,0,0,0,-1,0,0,0,0,0
4476,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C,-1,0,0,0,0,0,0,0,0,0,-1
4477,Clc1cccc(C(Cl)(Cl)Cl)n1,0,0,0,0,0,-1,0,0,0,0,0
4478,CN(C)C=Nc1c(I)cc(I)c(CCC(=O)O)c1I,0,0,0,0,-1,-1,0,0,0,0,0
4479,CCCCCCCC(=O)Cl,0,0,0,0,-1,-1,0,0,0,0,0
4480,N=C(O)N1c2ccccc2C=Cc2ccccc21,-1,-1,1,1,-1,-1,-1,1,0,0,-1
4481,COc1ccc(C(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC,0,0,1,0,0,0,0,0,0,0,0
4482,CCCCCCCCC1CCC(=O)O1,0,0,0,0,-1,-1,0,0,0,0,0
4483,C[N+]1(CCC(C(=N)O)(c2ccccc2)c2ccccc2)CCCCC1,0,0,0,0,-1,-1,0,0,0,0,0
4484,Cc1ccc(N=C(O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1,0,0,0,0,0,0,0,0,0,0,-1
4485,Nc1cc(S(=O)(=O)O)ccc1O,0,0,0,0,-1,-1,0,0,0,0,0
4486,N=c1ncn(C2OC(CO)C(O)C2O)c(O)n1,0,0,0,1,-1,1,0,0,0,0,0
4487,O=C(OCc1ccccc1)[C@H]1C[C@]2(C[NH2+]1)C(O)=Nc1ccccc12,0,0,0,0,0,0,0,0,-1,0,0
4488,COc1cccc(N=c2nc[nH]n3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,0,0,0,0,0,0,0,0,0,0,-1
4489,O=C1c2ccccc2CCc2ccccc21,0,0,0,0,0,-1,0,0,0,0,0
4490,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,0,0,0,0,-1,-1,0,0,0,0,0
4491,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,0,0,0,-1,-1,-1,0,0,0,0,0
4492,O=C(O)C1=CC(O)C(O)[C@H](O)C1,0,0,0,0,0,0,0,0,0,0,-1
4493,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,0,0,0,0,0,-1,0,0,0,0,0
4494,Cc1cc(C)cc(OCC2CN=C(O)O2)c1,-1,1,1,-1,-1,-1,0,-1,0,0,-1
4495,Oc1ccccc1CN=c1[nH]c2ccccc2[nH]1,0,0,0,0,0,0,0,0,0,1,0
4496,CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3cc(F)c([NH3+])c(-c4cc[nH]n4)c3)C2O)c1,0,0,0,0,0,0,0,0,1,0,0
4497,CN=C(O)[C@H](Cc1c[nH]c2ccccc12)N=C(O)[C@@H](CC(O)=NO)CC(C)C,0,0,0,0,0,0,0,0,0,0,-1
4498,CC(=O)O.C[C@H](N)C(=O)O.NCCCC[C@H](N)C(=O)O.N[C@@H](CCC(=O)O)C(=O)O.N[C@@H](Cc1ccc(O)cc1)C(=O)O,0,1,0,1,0,0,0,-1,0,0,0
4499,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,0,0,0,0,0,1,0,0,0,0,0
4500,O=C(O)C1CN(CCCP(=O)(O)O)CCN1,0,0,0,0,0,0,0,0,0,0,-1
4501,CC1OCCC1=O,0,0,0,0,-1,-1,0,0,0,0,0
4502,CCN(CC)CCN=C(O)COc1ccc(OC)cc1.Cl,0,0,1,0,0,0,-1,0,0,0,-1
4503,CC1(C)CC2(NC(=N)N(CC(F)(F)F)C2=O)c2cc(-c3cccc(Cl)c3)ccc2O1,0,0,0,0,0,0,0,0,-1,0,0
4504,COc1cc(/C=C/c2ccc(OC)cc2OC)cc(OC)c1,0,0,0,0,0,0,0,0,0,0,-1
4505,Cl.O=C(O)C1=CCCNC1,0,0,0,0,0,0,0,0,0,0,-1
4506,CC(C)C(O)=Nc1cccc(C(F)(F)F)c1,0,0,0,0,0,0,0,0,0,0,0
4507,CCOC(=O)C1(c2ccccc2)CC[NH+](C)CC1,-1,0,0,0,0,0,0,0,0,0,0
4508,NCCO,0,0,0,1,0,-1,0,0,0,0,0
4509,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,0,0,-1,0,0,0,-1,0,0,0,0
4510,[N-]=[N+]=CC(=O)OCC(N)C(=O)O,0,0,0,0,-1,-1,0,0,0,0,0
4511,O=C(O)c1snc(Cl)c1Cl,0,0,0,0,-1,-1,0,0,0,0,0
4512,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)N=C(O)c2cc(C(C)O)cc(N3CCCCS3(=O)=O)c2)c1,0,0,0,0,0,0,0,0,1,0,0
4513,CC(C)(C)C1CCCCC1=O,0,0,0,0,-1,-1,0,0,0,0,0
4514,O=P(O)(OCc1ccccc1)OCc1ccccc1,0,0,0,0,-1,-1,0,0,0,0,0
4515,Cc1cc(=O)c(C(O)=N[C@@H](C(O)=N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc([O-])cc2)c[nH]1,-1,0,0,0,0,0,0,0,0,0,0
4516,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],0,0,0,0,-1,-1,0,0,0,0,0
4517,COCc1cc(Br)ccn1,0,0,0,0,0,0,0,0,0,-1,0
4518,O=C(O)c1ccc(O)c(O)c1,0,0,0,0,-1,-1,0,0,0,0,0
4519,CCCCCCCCS(=O)(=O)Cl,0,0,0,0,-1,-1,0,0,0,0,0
4520,CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1.Cl.Cl,0,0,0,0,0,0,0,0,0,0,-1
4521,COC(O)=Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,-1,1,0,1,1,1,-1,-1,0,0,-1
4522,CCOC(=O)C(Cl)C(C)=O,0,0,0,0,-1,-1,0,0,0,0,0
4523,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,0,0,0,1,-1,-1,0,0,0,0,0
4524,CC(O)=NCC(=O)O.CC(O)=NCC(=O)O.N=C(N)c1ccc(N=NNc2ccc(C(=N)N)cc2)cc1,0,0,0,0,0,0,0,0,0,0,-1
4525,COc1ccccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N=C(C)O)c2c1O,0,0,0,0,0,-1,0,0,0,0,0
4526,CC(C)c1cccc(C[NH2+]CC(O)C2COC/C=C\CCN(C)C(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(O)=N2)c1,0,0,0,0,0,0,0,0,1,0,0
4527,CC(C)c1ccc(C(=O)Nc2ccccn2)cc1,0,0,0,0,0,0,0,0,0,-1,0
4528,CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,0,0,0,0,1,0,0,0,0,0,0
4529,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,0,1,0,0,0,0,0,-1,0,0,0
4530,CC(C)(C)C1N=NC(=O)N(N)C1=O,0,0,0,0,0,0,0,0,0,0,0
4531,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,0,0,0,1,1,-1,0,0,0,0,0
4532,C=CCOc1cc(Cl)ccc1C(O)=NCCN(CC)CC,0,0,0,0,0,-1,0,0,0,0,0
4533,Cc1cc(C)c(S(=O)(=O)n2cc(C)cc2C)c(C)c1,0,0,0,0,0,0,0,0,0,0,-1
4534,C=CCSSCCC,0,0,0,0,-1,-1,0,0,0,0,0
4535,CCn1c2ccccc2c2ccccc21,0,0,0,0,0,0,0,0,0,0,0
4536,c1ccc2[nH]cnc2c1,0,0,0,0,-1,-1,0,0,0,0,0
4537,CCCC(=O)C(=O)O,0,0,0,0,-1,-1,0,0,0,0,0
4538,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,0,0,0,0,-1,-1,0,0,0,0,-1
4539,OC12N=C(c3ccccc3)SC1Cc1cc(Cl)ccc12,0,0,0,0,0,0,0,0,0,0,0
4540,O=[32P]([O-])([O-])O,-1,0,0,0,0,0,0,0,0,0,0
4541,CCCCCCCCOS(=O)(=O)O,0,0,0,0,-1,-1,0,0,0,0,0
4542,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)C[C@H]3O[C@@]312,0,0,0,0,0,0,0,0,0,0,-1
4543,CCc1ccc(CCOc2ccc(CC3SC(=O)N=C3O)cc2)nc1.Cl,0,0,0,0,0,0,0,0,0,0,-1
4544,CC(O)=NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(=O)CC1,0,0,0,0,0,0,0,0,-1,0,0
4545,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,0,1,0,1,-1,-1,0,-1,0,0,0
4546,CC(C)(C)c1ccc(C[NH+]2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,-1,0,0,0,0,0,0,0,0,0,0
4547,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,-1,-1,0,0,0,0,0,-1,0,0,0
4548,CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC1CCCC1,0,0,0,-1,0,-1,0,0,0,0,0
4549,CN1CCN(C2CCN(C(O)=Nc3cc(Oc4ccc(N=C(O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1,0,0,0,0,0,0,0,0,0,0,-1
4550,CO/N=C(\C(O)=N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1ccco1,0,0,-1,0,0,0,0,0,0,0,0
4551,Cl.O=C(OCCN1CCOCC1)C1(c2ccccc2)CCCCC1,0,0,0,0,0,0,0,0,0,0,-1
4552,O=C(Cl)c1ccc(Cl)cc1Cl,0,0,0,0,0,0,0,0,0,0,0
4553,CC(O)=NCC1CNCCO1,0,0,0,0,0,0,0,0,0,-1,0
4554,Cc1ccc(O)cn1,0,0,0,0,0,0,0,0,0,0,0
4555,CNNCc1ccc(C(=O)NC(C)C)cc1,-1,1,1,1,-1,-1,0,-1,0,0,0
4556,CN1C(=N)NC(c2cccc(N=C(O)c3ccc4c(c3)OCO4)c2)(C2CCCCC2)C1=O,0,0,0,0,0,0,0,0,-1,0,0
4557,CN1[C@H]2CCC[C@@H]1C[C@H](NC(=O)c1nn(C)c3ccccc13)C2.Cl,0,0,0,0,0,0,0,0,0,0,-1
4558,NS(=O)(=O)c1cccc2c1c([N+](=O)[O-])cc1nc(O)c(O)nc12,0,0,0,0,0,0,0,0,0,0,-1
4559,N=C(O)N1c2ccccc2C2OC2c2ccccc21,0,0,1,0,0,0,0,0,0,0,0
4560,CC(Oc1ccc(Cl)cc1)c1ccnc2ncnn12,0,0,0,0,0,0,0,0,0,0,-1
4561,Cc1cccc2c1Oc1ccccc1C1(O)CCN(C)CC21,0,0,1,0,0,0,0,0,0,0,0
4562,[NH3+]CCc1ccc(O)c(C2CCCCC2)c1,0,0,0,0,0,0,0,0,1,0,0
4563,O=NN1CCNCC1,0,0,0,0,-1,-1,0,0,0,0,0
4564,CNCCCC1(c2ccccc2)SC(C)(C)c2ccccc21,0,0,1,0,0,0,0,0,0,0,0
4565,CCN(CC)C(=O)N1CC[NH+](C)CC1,-1,0,0,0,0,0,0,0,0,0,0
4566,CC(N)CN,0,0,0,0,-1,-1,0,0,0,0,0
4567,OC(=N/N=C/c1ccccc1O)c1ccccc1O,0,0,0,0,0,0,0,0,0,0,-1
4568,CC(C)c1cccc(C[NH2+]CC(O)C2COCCCCCCN=C(O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(O)=N2)c1,0,0,0,0,0,0,0,0,1,0,0
4569,O=C1/C(=C2/C(O)=Nc3ccccc32)Nc2ccccc21,0,0,0,0,0,0,0,0,0,0,-1
4570,N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,0,0,0,0,0,0,0,0,0,0,-1
4571,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,0,0,0,0,1,1,0,0,0,0,0
4572,SC1CCCC1,0,0,0,0,-1,-1,0,0,0,0,0
4573,CN(C)N/N=C1\N=CN=C1C(N)=O,0,-1,0,0,0,0,0,1,0,0,0
4574,O=C(O)C(Cl)Cl,0,0,0,0,-1,-1,0,0,0,0,-1
4575,CN(C)[C@@H]1CCc2[nH]c3ccc(NC(=O)c4ccc(F)cc4)cc3c2C1,0,0,0,0,0,0,0,0,0,0,-1
4576,CC(CC(O)C(COCc1cc(F)cc(F)c1)N=C(O)c1cc(C(O)=NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(O)=NC(C(O)=NCc1ccc(F)cc1)C(C)C,0,0,0,0,0,0,0,0,-1,0,0
4577,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,0,0,0,0,0,0,0,0,0,0,-1
4578,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cc(-c4cccc(N)c4)nn3)C(=O)O[C@]12C,0,0,0,0,0,0,0,0,0,0,-1
4579,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,0,0,0,0,0,0,0,0,0,0,-1
4580,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,0,0,0,0,1,0,0,0,0,0,0
4581,OCC(CO)(CO)CO,0,0,0,0,-1,-1,0,0,0,0,0
4582,CCOP(=S)(OCC)SCCSCC,0,0,0,0,0,-1,0,0,0,0,0
4583,Cn1nnc2c(C(N)=O)ncn2c1=O,1,1,0,1,-1,-1,-1,-1,0,0,-1
4584,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0,0,0,0,0,-1,0,0,0,0,0
4585,CC(O)=NCCC[C@H](N=C(C)O)C(=O)O,0,0,1,0,0,0,0,0,0,0,0
4586,O=C1[C@@H](Cc2ccc(O)cc2)N2C(=O)CCN(C(O)=NCc3ccccc3)[C@H]2CN1Cc1cccc2ccccc12,0,0,0,0,0,0,0,0,0,0,-1
4587,COc1ccc(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2)cc1,0,0,-1,0,0,0,0,0,0,0,0
4588,CCN(CC)CCc1nc(-c2ccccc2)no1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0,0,0,0,0,0,-1,0,0,0,-1
4589,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,0,0,0,0,0,0,0,0,0,0,-1
4590,CC(C)(O)CCC(C)(C)O,0,0,0,0,-1,-1,0,0,0,0,0
4591,NC(=O)C(=O)N=NCc1ccc([N+](=O)[O-])o1,0,0,0,0,0,1,0,0,0,0,0
4592,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,0,-1,0,-1,0,-1,0,-1,0,0,0
4593,OC(=Nc1cc(Cl)cc(Cl)c1O)c1c(O)c(Cl)cc(Cl)c1Cl,0,0,0,0,0,0,0,0,0,0,-1
4594,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,0,0,0,-1,-1,-1,0,0,0,0,-1
4595,Cc1cc(C)cc(O)c1,0,0,0,0,-1,-1,0,0,0,0,0
4596,OCC(Cc1cccc(O)c1)C(CO)Cc1cccc(O)c1,0,0,0,0,0,0,0,0,0,0,0
4597,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](CC1CCCCC1)N(C)C(=O)[C@H](C)N=C(O)[C@H](CC(C)C)N=C(O)C[C@H](O)[C@H](CC1CCCCC1)N=C(O)[C@H]1C[C@H](C(O)=N[C@H](C)C2CCCCC2)C[C@@H](NS(C)(=O)=O)C1,0,0,0,0,0,0,0,0,-1,0,0
4598,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(=N)O)c1.Cl,0,0,0,0,0,0,-1,0,0,0,-1
4599,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,0,0,0,0,-1,-1,0,0,0,0,-1
4600,CN=C(O)CSP(=S)(OC)OC,0,0,0,0,-1,-1,0,0,0,0,0
4601,COC(=O)[C@@H](N)CCCNC(=N)N[N+](=O)[O-].Cl,0,0,0,0,0,0,0,0,0,0,-1
4602,OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,0,0,1,0,0,0,0,0,0,0,0
4603,OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,0,0,0,0,0,0,0,0,0,0,-1
4604,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2SC(=O)N=C2O)c2sccc12,0,0,0,0,0,0,0,0,0,0,-1
4605,CC(C)=CCCC(C)=CCCC(C)=CCCC(=O)OCC=C(C)CCC=C(C)C,0,0,0,0,0,-1,0,0,0,0,0
4606,NS(=O)(=O)c1ccc(N2C(=O)CC(c3ccccc3)C2=O)c(Cl)c1,0,0,1,0,0,0,0,0,0,0,0
4607,CC(C)N=c1[nH]c2ccccc2[nH]1,0,0,0,0,0,0,0,0,0,-1,0
